Bank Type,Asset or Liability,Type,date,value
all,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-03-01,44.3
all,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-04-01,53.3
all,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-05-01,60
all,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-06-01,63.1
all,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-07-08,65.1
all,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-07-15,65.3
all,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-07-22,66.1
all,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-07-29,66.7
all,Memoranda,U.S. Treasury and agency securities MBS ,2019-06-01,6.3
all,Memoranda,U.S. Treasury and agency securities MBS ,2019-12-01,11.8
all,Memoranda,U.S. Treasury and agency securities MBS ,2020-01-01,17.4
all,Memoranda,U.S. Treasury and agency securities MBS ,2020-02-01,25.4
all,Memoranda,U.S. Treasury and agency securities MBS ,2020-03-01,36
all,Memoranda,U.S. Treasury and agency securities MBS ,2020-04-01,47.4
all,Memoranda,U.S. Treasury and agency securities MBS ,2020-05-01,49.8
all,Memoranda,U.S. Treasury and agency securities MBS ,2020-06-01,48.4
all,Memoranda,U.S. Treasury and agency securities MBS ,2020-07-08,48.9
all,Memoranda,U.S. Treasury and agency securities MBS ,2020-07-15,48.8
all,Memoranda,U.S. Treasury and agency securities MBS ,2020-07-22,48.9
all,Memoranda,U.S. Treasury and agency securities MBS ,2020-07-29,49.7
dom,Assets,Bank credit,2019-06-01,12430.1
dom,Assets,Bank credit,2019-12-01,12822.3
dom,Assets,Bank credit,2020-01-01,12858.2
dom,Assets,Bank credit,2020-02-01,12924
dom,Assets,Bank credit,2020-03-01,13292.9
dom,Assets,Bank credit,2020-04-01,13573.2
dom,Assets,Bank credit,2020-05-01,13667.8
dom,Assets,Bank credit,2020-06-01,13681.1
dom,Assets,Bank credit,2020-07-08,13716.4
dom,Assets,Bank credit,2020-07-15,13760.5
dom,Assets,Bank credit,2020-07-22,13774.5
dom,Assets,Bank credit,2020-07-29,13755.9
dom,Assets,Securities in bank credit ,2019-06-01,3375.3
dom,Assets,Securities in bank credit ,2019-12-01,3564.7
dom,Assets,Securities in bank credit ,2020-01-01,3575.5
dom,Assets,Securities in bank credit ,2020-02-01,3601.8
dom,Assets,Securities in bank credit ,2020-03-01,3704.8
dom,Assets,Securities in bank credit ,2020-04-01,3718.4
dom,Assets,Securities in bank credit ,2020-05-01,3747.9
dom,Assets,Securities in bank credit ,2020-06-01,3887.7
dom,Assets,Securities in bank credit ,2020-07-08,3974.1
dom,Assets,Securities in bank credit ,2020-07-15,4014
dom,Assets,Securities in bank credit ,2020-07-22,4027.2
dom,Assets,Securities in bank credit ,2020-07-29,4039.1
dom,Assets,Treasury and agency securities ,2019-06-01,2646.7
dom,Assets,Treasury and agency securities ,2019-12-01,2828.6
dom,Assets,Treasury and agency securities ,2020-01-01,2840.3
dom,Assets,Treasury and agency securities ,2020-02-01,2861.8
dom,Assets,Treasury and agency securities ,2020-03-01,2962.1
dom,Assets,Treasury and agency securities ,2020-04-01,2964.4
dom,Assets,Treasury and agency securities ,2020-05-01,2998.7
dom,Assets,Treasury and agency securities ,2020-06-01,3119.1
dom,Assets,Treasury and agency securities ,2020-07-08,3190.3
dom,Assets,Treasury and agency securities ,2020-07-15,3228.5
dom,Assets,Treasury and agency securities ,2020-07-22,3238
dom,Assets,Treasury and agency securities ,2020-07-29,3253.7
dom,Assets,Mortgage-backed securities (MBS) ,2019-06-01,1959.4
dom,Assets,Mortgage-backed securities (MBS) ,2019-12-01,2043.8
dom,Assets,Mortgage-backed securities (MBS) ,2020-01-01,2068.1
dom,Assets,Mortgage-backed securities (MBS) ,2020-02-01,2080.2
dom,Assets,Mortgage-backed securities (MBS) ,2020-03-01,2134
dom,Assets,Mortgage-backed securities (MBS) ,2020-04-01,2174.2
dom,Assets,Mortgage-backed securities (MBS) ,2020-05-01,2173.6
dom,Assets,Mortgage-backed securities (MBS) ,2020-06-01,2179.2
dom,Assets,Mortgage-backed securities (MBS) ,2020-07-08,2176.8
dom,Assets,Mortgage-backed securities (MBS) ,2020-07-15,2218.7
dom,Assets,Mortgage-backed securities (MBS) ,2020-07-22,2232.5
dom,Assets,Mortgage-backed securities (MBS) ,2020-07-29,2244
dom,Assets,Non-MBS ,2019-06-01,687.3
dom,Assets,Non-MBS ,2019-12-01,784.7
dom,Assets,Non-MBS ,2020-01-01,772.2
dom,Assets,Non-MBS ,2020-02-01,781.7
dom,Assets,Non-MBS ,2020-03-01,828.1
dom,Assets,Non-MBS ,2020-04-01,790.2
dom,Assets,Non-MBS ,2020-05-01,825.1
dom,Assets,Non-MBS ,2020-06-01,939.9
dom,Assets,Non-MBS ,2020-07-08,1013.6
dom,Assets,Non-MBS ,2020-07-15,1009.8
dom,Assets,Non-MBS ,2020-07-22,1005.5
dom,Assets,Non-MBS ,2020-07-29,1009.8
dom,Assets,Other securities,2019-06-01,728.6
dom,Assets,Other securities,2019-12-01,736.1
dom,Assets,Other securities,2020-01-01,735.3
dom,Assets,Other securities,2020-02-01,740
dom,Assets,Other securities,2020-03-01,742.8
dom,Assets,Other securities,2020-04-01,754
dom,Assets,Other securities,2020-05-01,749.2
dom,Assets,Other securities,2020-06-01,768.7
dom,Assets,Other securities,2020-07-08,783.8
dom,Assets,Other securities,2020-07-15,785.5
dom,Assets,Other securities,2020-07-22,789.2
dom,Assets,Other securities,2020-07-29,785.4
dom,Assets,Mortgage-backed securities (MBS) ,2019-06-01,76
dom,Assets,Mortgage-backed securities (MBS) ,2019-12-01,75.7
dom,Assets,Mortgage-backed securities (MBS) ,2020-01-01,75.2
dom,Assets,Mortgage-backed securities (MBS) ,2020-02-01,77.9
dom,Assets,Mortgage-backed securities (MBS) ,2020-03-01,79.2
dom,Assets,Mortgage-backed securities (MBS) ,2020-04-01,79.6
dom,Assets,Mortgage-backed securities (MBS) ,2020-05-01,79.9
dom,Assets,Mortgage-backed securities (MBS) ,2020-06-01,82.2
dom,Assets,Mortgage-backed securities (MBS) ,2020-07-08,84.9
dom,Assets,Mortgage-backed securities (MBS) ,2020-07-15,84.8
dom,Assets,Mortgage-backed securities (MBS) ,2020-07-22,85.3
dom,Assets,Mortgage-backed securities (MBS) ,2020-07-29,84.9
dom,Assets,Non-MBS ,2019-06-01,652.6
dom,Assets,Non-MBS ,2019-12-01,660.5
dom,Assets,Non-MBS ,2020-01-01,660.1
dom,Assets,Non-MBS ,2020-02-01,662
dom,Assets,Non-MBS ,2020-03-01,663.6
dom,Assets,Non-MBS ,2020-04-01,674.4
dom,Assets,Non-MBS ,2020-05-01,669.3
dom,Assets,Non-MBS ,2020-06-01,686.5
dom,Assets,Non-MBS ,2020-07-08,698.9
dom,Assets,Non-MBS ,2020-07-15,700.7
dom,Assets,Non-MBS ,2020-07-22,703.9
dom,Assets,Non-MBS ,2020-07-29,700.5
dom,Assets,Loans and leases in bank credit ,2019-06-01,9054.8
dom,Assets,Loans and leases in bank credit ,2019-12-01,9257.6
dom,Assets,Loans and leases in bank credit ,2020-01-01,9282.6
dom,Assets,Loans and leases in bank credit ,2020-02-01,9322.2
dom,Assets,Loans and leases in bank credit ,2020-03-01,9588.1
dom,Assets,Loans and leases in bank credit ,2020-04-01,9854.8
dom,Assets,Loans and leases in bank credit ,2020-05-01,9919.9
dom,Assets,Loans and leases in bank credit ,2020-06-01,9793.4
dom,Assets,Loans and leases in bank credit ,2020-07-08,9742.2
dom,Assets,Loans and leases in bank credit ,2020-07-15,9746.5
dom,Assets,Loans and leases in bank credit ,2020-07-22,9747.3
dom,Assets,Loans and leases in bank credit ,2020-07-29,9716.8
dom,Assets,Commercial and industrial loans,2019-06-01,1953.5
dom,Assets,Commercial and industrial loans,2019-12-01,1958.9
dom,Assets,Commercial and industrial loans,2020-01-01,1961.6
dom,Assets,Commercial and industrial loans,2020-02-01,1969
dom,Assets,Commercial and industrial loans,2020-03-01,2122.8
dom,Assets,Commercial and industrial loans,2020-04-01,2397
dom,Assets,Commercial and industrial loans,2020-05-01,2520.6
dom,Assets,Commercial and industrial loans,2020-06-01,2424.9
dom,Assets,Commercial and industrial loans,2020-07-08,2370.7
dom,Assets,Commercial and industrial loans,2020-07-15,2369.9
dom,Assets,Commercial and industrial loans,2020-07-22,2369.2
dom,Assets,Commercial and industrial loans,2020-07-29,2356.3
dom,Assets,Real estate loans,2019-06-01,4423.8
dom,Assets,Real estate loans,2019-12-01,4535.3
dom,Assets,Real estate loans,2020-01-01,4547.2
dom,Assets,Real estate loans,2020-02-01,4559
dom,Assets,Real estate loans,2020-03-01,4580.9
dom,Assets,Real estate loans,2020-04-01,4598.6
dom,Assets,Real estate loans,2020-05-01,4594.2
dom,Assets,Real estate loans,2020-06-01,4595.6
dom,Assets,Real estate loans,2020-07-08,4614.4
dom,Assets,Real estate loans,2020-07-15,4611.5
dom,Assets,Real estate loans,2020-07-22,4616.1
dom,Assets,Real estate loans,2020-07-29,4609.8
dom,Assets,Residential real estate loans,2019-06-01,2263.8
dom,Assets,Residential real estate loans,2019-12-01,2295.7
dom,Assets,Residential real estate loans,2020-01-01,2295.7
dom,Assets,Residential real estate loans,2020-02-01,2297.2
dom,Assets,Residential real estate loans,2020-03-01,2305.1
dom,Assets,Residential real estate loans,2020-04-01,2301.6
dom,Assets,Residential real estate loans,2020-05-01,2290.2
dom,Assets,Residential real estate loans,2020-06-01,2285.5
dom,Assets,Residential real estate loans,2020-07-08,2303.5
dom,Assets,Residential real estate loans,2020-07-15,2299.7
dom,Assets,Residential real estate loans,2020-07-22,2301.4
dom,Assets,Residential real estate loans,2020-07-29,2294.2
dom,Assets,Revolving home equity loans,2019-06-01,336.9
dom,Assets,Revolving home equity loans,2019-12-01,320.9
dom,Assets,Revolving home equity loans,2020-01-01,318.6
dom,Assets,Revolving home equity loans,2020-02-01,316
dom,Assets,Revolving home equity loans,2020-03-01,315.6
dom,Assets,Revolving home equity loans,2020-04-01,314
dom,Assets,Revolving home equity loans,2020-05-01,310.4
dom,Assets,Revolving home equity loans,2020-06-01,305.8
dom,Assets,Revolving home equity loans,2020-07-08,303.3
dom,Assets,Revolving home equity loans,2020-07-15,303
dom,Assets,Revolving home equity loans,2020-07-22,302.2
dom,Assets,Revolving home equity loans,2020-07-29,301
dom,Assets,Closed-end residential loans ,2019-06-01,1926.9
dom,Assets,Closed-end residential loans ,2019-12-01,1974.8
dom,Assets,Closed-end residential loans ,2020-01-01,1977.1
dom,Assets,Closed-end residential loans ,2020-02-01,1981.2
dom,Assets,Closed-end residential loans ,2020-03-01,1989.6
dom,Assets,Closed-end residential loans ,2020-04-01,1987.7
dom,Assets,Closed-end residential loans ,2020-05-01,1979.9
dom,Assets,Closed-end residential loans ,2020-06-01,1979.7
dom,Assets,Closed-end residential loans ,2020-07-08,2000.2
dom,Assets,Closed-end residential loans ,2020-07-15,1996.6
dom,Assets,Closed-end residential loans ,2020-07-22,1999.1
dom,Assets,Closed-end residential loans ,2020-07-29,1993.1
dom,Assets,Commercial real estate loans,2019-06-01,2160
dom,Assets,Commercial real estate loans,2019-12-01,2239.6
dom,Assets,Commercial real estate loans,2020-01-01,2251.6
dom,Assets,Commercial real estate loans,2020-02-01,2261.8
dom,Assets,Commercial real estate loans,2020-03-01,2275.8
dom,Assets,Commercial real estate loans,2020-04-01,2297
dom,Assets,Commercial real estate loans,2020-05-01,2303.9
dom,Assets,Commercial real estate loans,2020-06-01,2310.2
dom,Assets,Commercial real estate loans,2020-07-08,2310.8
dom,Assets,Commercial real estate loans,2020-07-15,2311.9
dom,Assets,Commercial real estate loans,2020-07-22,2314.8
dom,Assets,Commercial real estate loans,2020-07-29,2315.7
dom,Assets,Construction and land development loans ,2019-06-01,333.9
dom,Assets,Construction and land development loans ,2019-12-01,340.1
dom,Assets,Construction and land development loans ,2020-01-01,341.5
dom,Assets,Construction and land development loans ,2020-02-01,343.2
dom,Assets,Construction and land development loans ,2020-03-01,345.3
dom,Assets,Construction and land development loans ,2020-04-01,348.3
dom,Assets,Construction and land development loans ,2020-05-01,350.7
dom,Assets,Construction and land development loans ,2020-06-01,356.6
dom,Assets,Construction and land development loans ,2020-07-08,356.8
dom,Assets,Construction and land development loans ,2020-07-15,357.1
dom,Assets,Construction and land development loans ,2020-07-22,357.5
dom,Assets,Construction and land development loans ,2020-07-29,359.1
dom,Assets,Secured by farmland ,2019-06-01,103.6
dom,Assets,Secured by farmland ,2019-12-01,102.2
dom,Assets,Secured by farmland ,2020-01-01,102.1
dom,Assets,Secured by farmland ,2020-02-01,102.3
dom,Assets,Secured by farmland ,2020-03-01,102.5
dom,Assets,Secured by farmland ,2020-04-01,103.3
dom,Assets,Secured by farmland ,2020-05-01,103.2
dom,Assets,Secured by farmland ,2020-06-01,102.8
dom,Assets,Secured by farmland ,2020-07-08,102.7
dom,Assets,Secured by farmland ,2020-07-15,102.4
dom,Assets,Secured by farmland ,2020-07-22,102.3
dom,Assets,Secured by farmland ,2020-07-29,102.1
dom,Assets,Secured by multifamily properties ,2019-06-01,363.7
dom,Assets,Secured by multifamily properties ,2019-12-01,387.2
dom,Assets,Secured by multifamily properties ,2020-01-01,391
dom,Assets,Secured by multifamily properties ,2020-02-01,394.2
dom,Assets,Secured by multifamily properties ,2020-03-01,398.2
dom,Assets,Secured by multifamily properties ,2020-04-01,401.6
dom,Assets,Secured by multifamily properties ,2020-05-01,404.3
dom,Assets,Secured by multifamily properties ,2020-06-01,405.2
dom,Assets,Secured by multifamily properties ,2020-07-08,404.7
dom,Assets,Secured by multifamily properties ,2020-07-15,404.7
dom,Assets,Secured by multifamily properties ,2020-07-22,405.4
dom,Assets,Secured by multifamily properties ,2020-07-29,404.5
dom,Assets,Secured by nonfarm nonresidential properties ,2019-06-01,1358.8
dom,Assets,Secured by nonfarm nonresidential properties ,2019-12-01,1410
dom,Assets,Secured by nonfarm nonresidential properties ,2020-01-01,1417
dom,Assets,Secured by nonfarm nonresidential properties ,2020-02-01,1422.2
dom,Assets,Secured by nonfarm nonresidential properties ,2020-03-01,1429.9
dom,Assets,Secured by nonfarm nonresidential properties ,2020-04-01,1443.8
dom,Assets,Secured by nonfarm nonresidential properties ,2020-05-01,1445.8
dom,Assets,Secured by nonfarm nonresidential properties ,2020-06-01,1445.6
dom,Assets,Secured by nonfarm nonresidential properties ,2020-07-08,1446.6
dom,Assets,Secured by nonfarm nonresidential properties ,2020-07-15,1447.7
dom,Assets,Secured by nonfarm nonresidential properties ,2020-07-22,1449.5
dom,Assets,Secured by nonfarm nonresidential properties ,2020-07-29,1450
dom,Assets,Consumer loans,2019-06-01,1541.4
dom,Assets,Consumer loans,2019-12-01,1584.8
dom,Assets,Consumer loans,2020-01-01,1590.6
dom,Assets,Consumer loans,2020-02-01,1597.4
dom,Assets,Consumer loans,2020-03-01,1602.3
dom,Assets,Consumer loans,2020-04-01,1550.3
dom,Assets,Consumer loans,2020-05-01,1519.8
dom,Assets,Consumer loans,2020-06-01,1513.4
dom,Assets,Consumer loans,2020-07-08,1517.3
dom,Assets,Consumer loans,2020-07-15,1518.2
dom,Assets,Consumer loans,2020-07-22,1518.4
dom,Assets,Consumer loans,2020-07-29,1516.5
dom,Assets,Credit cards and other revolving plans,2019-06-01,824
dom,Assets,Credit cards and other revolving plans,2019-12-01,843.6
dom,Assets,Credit cards and other revolving plans,2020-01-01,845.9
dom,Assets,Credit cards and other revolving plans,2020-02-01,849.6
dom,Assets,Credit cards and other revolving plans,2020-03-01,851.5
dom,Assets,Credit cards and other revolving plans,2020-04-01,800.2
dom,Assets,Credit cards and other revolving plans,2020-05-01,770.9
dom,Assets,Credit cards and other revolving plans,2020-06-01,762.1
dom,Assets,Credit cards and other revolving plans,2020-07-08,763.3
dom,Assets,Credit cards and other revolving plans,2020-07-15,762.5
dom,Assets,Credit cards and other revolving plans,2020-07-22,761.9
dom,Assets,Credit cards and other revolving plans,2020-07-29,759.9
dom,Assets,Other consumer loans,2019-06-01,717.5
dom,Assets,Other consumer loans,2019-12-01,741.2
dom,Assets,Other consumer loans,2020-01-01,744.7
dom,Assets,Other consumer loans,2020-02-01,747.8
dom,Assets,Other consumer loans,2020-03-01,750.8
dom,Assets,Other consumer loans,2020-04-01,750.1
dom,Assets,Other consumer loans,2020-05-01,748.9
dom,Assets,Other consumer loans,2020-06-01,751.3
dom,Assets,Other consumer loans,2020-07-08,754
dom,Assets,Other consumer loans,2020-07-15,755.7
dom,Assets,Other consumer loans,2020-07-22,756.4
dom,Assets,Other consumer loans,2020-07-29,756.6
dom,Assets,Automobile loans ,2019-06-01,437.5
dom,Assets,Automobile loans ,2019-12-01,450.5
dom,Assets,Automobile loans ,2020-01-01,452.6
dom,Assets,Automobile loans ,2020-02-01,454.4
dom,Assets,Automobile loans ,2020-03-01,456.6
dom,Assets,Automobile loans ,2020-04-01,455.5
dom,Assets,Automobile loans ,2020-05-01,454.1
dom,Assets,Automobile loans ,2020-06-01,456.6
dom,Assets,Automobile loans ,2020-07-08,458.3
dom,Assets,Automobile loans ,2020-07-15,458.3
dom,Assets,Automobile loans ,2020-07-22,458.7
dom,Assets,Automobile loans ,2020-07-29,458.9
dom,Assets,All other consumer loans ,2019-06-01,279.9
dom,Assets,All other consumer loans ,2019-12-01,290.8
dom,Assets,All other consumer loans ,2020-01-01,292.1
dom,Assets,All other consumer loans ,2020-02-01,293.4
dom,Assets,All other consumer loans ,2020-03-01,294.1
dom,Assets,All other consumer loans ,2020-04-01,294.6
dom,Assets,All other consumer loans ,2020-05-01,294.8
dom,Assets,All other consumer loans ,2020-06-01,294.7
dom,Assets,All other consumer loans ,2020-07-08,295.7
dom,Assets,All other consumer loans ,2020-07-15,297.4
dom,Assets,All other consumer loans ,2020-07-22,297.8
dom,Assets,All other consumer loans ,2020-07-29,297.7
dom,Assets,All other loans and leases,2019-06-01,1136.1
dom,Assets,All other loans and leases,2019-12-01,1178.6
dom,Assets,All other loans and leases,2020-01-01,1183.2
dom,Assets,All other loans and leases,2020-02-01,1196.8
dom,Assets,All other loans and leases,2020-03-01,1282
dom,Assets,All other loans and leases,2020-04-01,1308.9
dom,Assets,All other loans and leases,2020-05-01,1285.3
dom,Assets,All other loans and leases,2020-06-01,1259.4
dom,Assets,All other loans and leases,2020-07-08,1239.8
dom,Assets,All other loans and leases,2020-07-15,1246.9
dom,Assets,All other loans and leases,2020-07-22,1243.7
dom,Assets,All other loans and leases,2020-07-29,1234.2
dom,Assets,Loans to nondepository financial institutions ,2019-06-01,417
dom,Assets,Loans to nondepository financial institutions ,2019-12-01,458.3
dom,Assets,Loans to nondepository financial institutions ,2020-01-01,461.9
dom,Assets,Loans to nondepository financial institutions ,2020-02-01,472.2
dom,Assets,Loans to nondepository financial institutions ,2020-03-01,520.4
dom,Assets,Loans to nondepository financial institutions ,2020-04-01,549.5
dom,Assets,Loans to nondepository financial institutions ,2020-05-01,526.2
dom,Assets,Loans to nondepository financial institutions ,2020-06-01,503.5
dom,Assets,Loans to nondepository financial institutions ,2020-07-08,496.5
dom,Assets,Loans to nondepository financial institutions ,2020-07-15,496.8
dom,Assets,Loans to nondepository financial institutions ,2020-07-22,493.3
dom,Assets,Loans to nondepository financial institutions ,2020-07-29,490.8
dom,Assets,All loans not elsewhere classified ,2019-06-01,719.1
dom,Assets,All loans not elsewhere classified ,2019-12-01,720.3
dom,Assets,All loans not elsewhere classified ,2020-01-01,721.3
dom,Assets,All loans not elsewhere classified ,2020-02-01,724.6
dom,Assets,All loans not elsewhere classified ,2020-03-01,761.6
dom,Assets,All loans not elsewhere classified ,2020-04-01,759.5
dom,Assets,All loans not elsewhere classified ,2020-05-01,759.1
dom,Assets,All loans not elsewhere classified ,2020-06-01,755.9
dom,Assets,All loans not elsewhere classified ,2020-07-08,743.3
dom,Assets,All loans not elsewhere classified ,2020-07-15,750.1
dom,Assets,All loans not elsewhere classified ,2020-07-22,750.3
dom,Assets,All loans not elsewhere classified ,2020-07-29,743.4
dom,Assets,LESS: Allowance for loan and lease losses,2019-06-01,109.1
dom,Assets,LESS: Allowance for loan and lease losses,2019-12-01,111.9
dom,Assets,LESS: Allowance for loan and lease losses,2020-01-01,113.2
dom,Assets,LESS: Allowance for loan and lease losses,2020-02-01,114
dom,Assets,LESS: Allowance for loan and lease losses,2020-03-01,115.5
dom,Assets,LESS: Allowance for loan and lease losses,2020-04-01,139.2
dom,Assets,LESS: Allowance for loan and lease losses,2020-05-01,142.9
dom,Assets,LESS: Allowance for loan and lease losses,2020-06-01,151.3
dom,Assets,LESS: Allowance for loan and lease losses,2020-07-08,180.8
dom,Assets,LESS: Allowance for loan and lease losses,2020-07-15,182.4
dom,Assets,LESS: Allowance for loan and lease losses,2020-07-22,182.7
dom,Assets,LESS: Allowance for loan and lease losses,2020-07-29,183.3
dom,Assets,Cash assets ,2019-06-01,1120.2
dom,Assets,Cash assets ,2019-12-01,1132.8
dom,Assets,Cash assets ,2020-01-01,1137.8
dom,Assets,Cash assets ,2020-02-01,1138
dom,Assets,Cash assets ,2020-03-01,1406.6
dom,Assets,Cash assets ,2020-04-01,1981
dom,Assets,Cash assets ,2020-05-01,2324.4
dom,Assets,Cash assets ,2020-06-01,2296.9
dom,Assets,Cash assets ,2020-07-08,2158.7
dom,Assets,Cash assets ,2020-07-15,2103.1
dom,Assets,Cash assets ,2020-07-22,1991.4
dom,Assets,Cash assets ,2020-07-29,2041
dom,Assets,Total federal funds sold and reverse RPs ,2019-06-01,363.2
dom,Assets,Total federal funds sold and reverse RPs ,2019-12-01,319.4
dom,Assets,Total federal funds sold and reverse RPs ,2020-01-01,328.3
dom,Assets,Total federal funds sold and reverse RPs ,2020-02-01,339.1
dom,Assets,Total federal funds sold and reverse RPs ,2020-03-01,331.5
dom,Assets,Total federal funds sold and reverse RPs ,2020-04-01,316.7
dom,Assets,Total federal funds sold and reverse RPs ,2020-05-01,321.2
dom,Assets,Total federal funds sold and reverse RPs ,2020-06-01,436.3
dom,Assets,Total federal funds sold and reverse RPs ,2020-07-08,599.2
dom,Assets,Total federal funds sold and reverse RPs ,2020-07-15,626.4
dom,Assets,Total federal funds sold and reverse RPs ,2020-07-22,565.1
dom,Assets,Total federal funds sold and reverse RPs ,2020-07-29,544.2
dom,Assets,Loans to commercial banks ,2019-06-01,6.6
dom,Assets,Loans to commercial banks ,2019-12-01,5.9
dom,Assets,Loans to commercial banks ,2020-01-01,5.4
dom,Assets,Loans to commercial banks ,2020-02-01,5.3
dom,Assets,Loans to commercial banks ,2020-03-01,5.8
dom,Assets,Loans to commercial banks ,2020-04-01,5.9
dom,Assets,Loans to commercial banks ,2020-05-01,5.7
dom,Assets,Loans to commercial banks ,2020-06-01,5.3
dom,Assets,Loans to commercial banks ,2020-07-08,5.2
dom,Assets,Loans to commercial banks ,2020-07-15,5
dom,Assets,Loans to commercial banks ,2020-07-22,4.8
dom,Assets,Loans to commercial banks ,2020-07-29,5
dom,Assets,Other assets including trading assets ,2019-06-01,1342.4
dom,Assets,Other assets including trading assets ,2019-12-01,1363.6
dom,Assets,Other assets including trading assets ,2020-01-01,1395.4
dom,Assets,Other assets including trading assets ,2020-02-01,1443
dom,Assets,Other assets including trading assets ,2020-03-01,1531.2
dom,Assets,Other assets including trading assets ,2020-04-01,1526.1
dom,Assets,Other assets including trading assets ,2020-05-01,1518.5
dom,Assets,Other assets including trading assets ,2020-06-01,1516.6
dom,Assets,Other assets including trading assets ,2020-07-08,1537.1
dom,Assets,Other assets including trading assets ,2020-07-15,1535.6
dom,Assets,Other assets including trading assets ,2020-07-22,1546.4
dom,Assets,Other assets including trading assets ,2020-07-29,1541.2
dom,Assets,Total assets,2019-06-01,15153.4
dom,Assets,Total assets,2019-12-01,15532.2
dom,Assets,Total assets,2020-01-01,15612
dom,Assets,Total assets,2020-02-01,15735.3
dom,Assets,Total assets,2020-03-01,16452.5
dom,Assets,Total assets,2020-04-01,17263.8
dom,Assets,Total assets,2020-05-01,17694.7
dom,Assets,Total assets,2020-06-01,17784.9
dom,Assets,Total assets,2020-07-08,17835.8
dom,Assets,Total assets,2020-07-15,17848.1
dom,Assets,Total assets,2020-07-22,17699.5
dom,Assets,Total assets,2020-07-29,17703.9
dom,Liabilities,Deposits,2019-06-01,11787.9
dom,Liabilities,Deposits,2019-12-01,12150.4
dom,Liabilities,Deposits,2020-01-01,12219
dom,Liabilities,Deposits,2020-02-01,12289.5
dom,Liabilities,Deposits,2020-03-01,12799.1
dom,Liabilities,Deposits,2020-04-01,13585.9
dom,Liabilities,Deposits,2020-05-01,14166.7
dom,Liabilities,Deposits,2020-06-01,14385.1
dom,Liabilities,Deposits,2020-07-08,14464.6
dom,Liabilities,Deposits,2020-07-15,14504.7
dom,Liabilities,Deposits,2020-07-22,14374
dom,Liabilities,Deposits,2020-07-29,14294.5
dom,Liabilities,Large time deposits,2019-06-01,1050.9
dom,Liabilities,Large time deposits,2019-12-01,1069.6
dom,Liabilities,Large time deposits,2020-01-01,1063.1
dom,Liabilities,Large time deposits,2020-02-01,1063.6
dom,Liabilities,Large time deposits,2020-03-01,1073.5
dom,Liabilities,Large time deposits,2020-04-01,1056.6
dom,Liabilities,Large time deposits,2020-05-01,1019.3
dom,Liabilities,Large time deposits,2020-06-01,980.2
dom,Liabilities,Large time deposits,2020-07-08,954.5
dom,Liabilities,Large time deposits,2020-07-15,946.5
dom,Liabilities,Large time deposits,2020-07-22,944
dom,Liabilities,Large time deposits,2020-07-29,932.5
dom,Liabilities,Other deposits,2019-06-01,10736.9
dom,Liabilities,Other deposits,2019-12-01,11080.8
dom,Liabilities,Other deposits,2020-01-01,11155.9
dom,Liabilities,Other deposits,2020-02-01,11225.8
dom,Liabilities,Other deposits,2020-03-01,11725.5
dom,Liabilities,Other deposits,2020-04-01,12529.3
dom,Liabilities,Other deposits,2020-05-01,13147.5
dom,Liabilities,Other deposits,2020-06-01,13404.9
dom,Liabilities,Other deposits,2020-07-08,13510.1
dom,Liabilities,Other deposits,2020-07-15,13558.3
dom,Liabilities,Other deposits,2020-07-22,13430
dom,Liabilities,Other deposits,2020-07-29,13362
dom,Liabilities,Borrowings,2019-06-01,1115.4
dom,Liabilities,Borrowings,2019-12-01,1085.4
dom,Liabilities,Borrowings,2020-01-01,1070.2
dom,Liabilities,Borrowings,2020-02-01,1060.6
dom,Liabilities,Borrowings,2020-03-01,1184.2
dom,Liabilities,Borrowings,2020-04-01,1186.2
dom,Liabilities,Borrowings,2020-05-01,1053.1
dom,Liabilities,Borrowings,2020-06-01,975
dom,Liabilities,Borrowings,2020-07-08,945.1
dom,Liabilities,Borrowings,2020-07-15,937.8
dom,Liabilities,Borrowings,2020-07-22,944.1
dom,Liabilities,Borrowings,2020-07-29,943.3
dom,Liabilities,Net due to related foreign offices,2019-06-01,-178
dom,Liabilities,Net due to related foreign offices,2019-12-01,-222
dom,Liabilities,Net due to related foreign offices,2020-01-01,-240.6
dom,Liabilities,Net due to related foreign offices,2020-02-01,-241
dom,Liabilities,Net due to related foreign offices,2020-03-01,-272.5
dom,Liabilities,Net due to related foreign offices,2020-04-01,-225.8
dom,Liabilities,Net due to related foreign offices,2020-05-01,-214
dom,Liabilities,Net due to related foreign offices,2020-06-01,-250.2
dom,Liabilities,Net due to related foreign offices,2020-07-08,-264
dom,Liabilities,Net due to related foreign offices,2020-07-15,-286.2
dom,Liabilities,Net due to related foreign offices,2020-07-22,-316.4
dom,Liabilities,Net due to related foreign offices,2020-07-29,-241.9
dom,Liabilities,Other liabilities including trading liabilities ,2019-06-01,501.3
dom,Liabilities,Other liabilities including trading liabilities ,2019-12-01,541.9
